Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Resultados;Fecha;Temporada
Valencia;Local;2;12;0;0;1;09/11/2019;2019/2020
Granada;Visitante;0;0;0;13;1;09/11/2019;2019/2020
Eibar;Local;0;8;0;0;2;09/11/2019;2019/2020
Real Madrid;Visitante;0;0;4;10;2;09/11/2019;2019/2020
Barcelona;Local;4;25;0;0;1;09/11/2019;2019/2020
Celta;Visitante;0;0;1;3;1;09/11/2019;2019/2020
Mallorca;Local;3;10;0;0;1;10/11/2019;2019/2020
Villarreal;Visitante;0;0;1;9;1;10/11/2019;2019/2020
Athletic;Local;2;11;0;0;1;10/11/2019;2019/2020
Levante;Visitante;0;0;1;8;1;10/11/2019;2019/2020
Atlético;Local;3;10;0;0;1;10/11/2019;2019/2020
Espanyol;Visitante;0;0;1;5;1;10/11/2019;2019/2020
Getafe;Local;0;11;0;0;x;10/11/2019;2019/2020
Osasuna;Visitante;0;0;0;5;x;10/11/2019;2019/2020
Betis;Local;1;11;0;0;2;10/11/2019;2019/2020
Sevilla;Visitante;0;0;2;9;2;10/11/2019;2019/2020
Levante;Local;2;10;0;0;1;22/11/2019;2019/2020
Mallorca;Visitante;0;0;1;3;1;22/11/2019;2019/2020
Leganés;Local;1;5;0;0;2;23/11/2019;2019/2020
Barcelona;Visitante;0;0;2;10;2;23/11/2019;2019/2020
Betis;Local;2;13;0;0;1;23/11/2019;2019/2020
Valencia;Visitante;0;0;1;8;1;23/11/2019;2019/2020
Granada;Local;1;7;0;0;x;23/11/2019;2019/2020
Atlético;Visitante;0;0;1;6;x;23/11/2019;2019/2020
Real Madrid;Local;3;18;0;0;1;23/11/2019;2019/2020
R. Sociedad;Visitante;0;0;1;11;1;23/11/2019;2019/2020
Espanyol;Local;1;3;0;0;x;24/11/2019;2019/2020
Getafe;Visitante;0;0;1;8;x;24/11/2019;2019/2020
Osasuna;Local;1;12;0;0;2;24/11/2019;2019/2020
Athletic;Visitante;0;0;2;4;2;24/11/2019;2019/2020
Eibar;Local;0;8;0;0;2;24/11/2019;2019/2020
Alavés;Visitante;0;0;2;7;2;24/11/2019;2019/2020
Villarreal;Local;1;18;0;0;2;24/11/2019;2019/2020
Celta;Visitante;0;0;3;6;2;24/11/2019;2019/2020
Real Valladolid;Local;0;7;0;0;2;24/11/2019;2019/2020
Sevilla;Visitante;0;0;1;10;2;24/11/2019;2019/2020
Celta;Local;0;4;0;0;x;29/11/2019;2019/2020
Real Valladolid;Visitante;0;0;0;7;x;29/11/2019;2019/2020
Alavés;Local;1;10;0;0;2;30/11/2019;2019/2020
Real Madrid;Visitante;0;0;2;12;2;30/11/2019;2019/2020
R. Sociedad;Local;4;15;0;0;1;30/11/2019;2019/2020
Eibar;Visitante;0;0;1;7;1;30/11/2019;2019/2020
Mallorca;Local;1;11;0;0;2;30/11/2019;2019/2020
Betis;Visitante;0;0;2;6;2;30/11/2019;2019/2020
Valencia;Local;2;14;0;0;1;30/11/2019;2019/2020
Villarreal;Visitante;0;0;1;10;1;30/11/2019;2019/2020
Sevilla;Local;1;9;0;0;1;01/12/2019;2019/2020
Leganés;Visitante;0;0;0;3;1;01/12/2019;2019/2020
Athletic;Local;2;13;0;0;1;01/12/2019;2019/2020
Granada;Visitante;0;0;0;13;1;01/12/2019;2019/2020
Espanyol;Local;2;5;0;0;2;01/12/2019;2019/2020
Osasuna;Visitante;0;0;4;9;2;01/12/2019;2019/2020
Getafe;Local;4;15;0;0;1;01/12/2019;2019/2020
Levante;Visitante;0;0;0;8;1;01/12/2019;2019/2020
Atlético;Local;0;10;0;0;2;01/12/2019;2019/2020
Barcelona;Visitante;0;0;1;11;2;01/12/2019;2019/2020
Villarreal;Local;0;18;0;0;x;06/12/2019;2019/2020
Atlético;Visitante;0;0;0;6;x;06/12/2019;2019/2020
Real Madrid;Local;2;20;0;0;1;07/12/2019;2019/2020
Espanyol;Visitante;0;0;0;5;1;07/12/2019;2019/2020
Granada;Local;3;10;0;0;1;07/12/2019;2019/2020
Alavés;Visitante;0;0;0;7;1;07/12/2019;2019/2020
Levante;Local;2;12;0;0;2;07/12/2019;2019/2020
Valencia;Visitante;0;0;4;12;2;07/12/2019;2019/2020
Barcelona;Local;5;30;0;0;1;08/12/2019;2019/2020
Mallorca;Visitante;0;0;2;5;1;08/12/2019;2019/2020
Eibar;Local;0;8;0;0;2;08/12/2019;2019/2020
Getafe;Visitante;0;0;1;9;2;08/12/2019;2019/2020
Betis;Local;3;16;0;0;1;08/12/2019;2019/2020
Athletic;Visitante;0;0;2;6;1;08/12/2019;2019/2020
Real Valladolid;Local;0;7;0;0;x;08/12/2019;2019/2020
R. Sociedad;Visitante;0;0;0;11;x;08/12/2019;2019/2020
Leganés;Local;3;8;0;0;1;08/12/2019;2019/2020
Celta;Visitante;0;0;2;8;1;08/12/2019;2019/2020
Osasuna;Local;1;13;0;0;x;08/12/2019;2019/2020
Sevilla;Visitante;0;0;1;11;x;08/12/2019;2019/2020
Alavés;Local;1;11;0;0;x;13/12/2019;2019/2020
Leganés;Visitante;0;0;1;4;x;13/12/2019;2019/2020
Granada;Local;1;11;0;0;2;14/12/2019;2019/2020
Levante;Visitante;0;0;2;10;2;14/12/2019;2019/2020
R. Sociedad;Local;2;17;0;0;x;14/12/2019;2019/2020
Barcelona;Visitante;0;0;2;13;x;14/12/2019;2019/2020
Athletic;Local;0;13;0;0;x;14/12/2019;2019/2020
Eibar;Visitante;0;0;0;7;x;14/12/2019;2019/2020
Atlético;Local;2;12;0;0;1;14/12/2019;2019/2020
Osasuna;Visitante;0;0;0;9;1;14/12/2019;2019/2020
Getafe;Local;2;17;0;0;1;15/12/2019;2019/2020
Real Valladolid;Visitante;0;0;0;7;1;15/12/2019;2019/2020
Celta;Local;2;6;0;0;x;15/12/2019;2019/2020
Mallorca;Visitante;0;0;2;7;x;15/12/2019;2019/2020
Espanyol;Local;2;7;0;0;x;15/12/2019;2019/2020
Betis;Visitante;0;0;2;8;x;15/12/2019;2019/2020
Sevilla;Local;1;10;0;0;2;15/12/2019;2019/2020
Villarreal;Visitante;0;0;2;12;2;15/12/2019;2019/2020
Valencia;Local;1;15;0;0;x;15/12/2019;2019/2020
Real Madrid;Visitante;0;0;1;13;x;15/12/2019;2019/2020
Eibar;Local;3;11;0;0;1;20/12/2019;2019/2020
Granada;Visitante;0;0;0;13;1;20/12/2019;2019/2020
Mallorca;Local;0;11;0;0;2;21/12/2019;2019/2020
Sevilla;Visitante;0;0;2;13;2;21/12/2019;2019/2020
Barcelona;Local;4;34;0;0;1;21/12/2019;2019/2020
Alavés;Visitante;0;0;1;8;1;21/12/2019;2019/2020
Villarreal;Local;1;19;0;0;1;21/12/2019;2019/2020
Getafe;Visitante;0;0;0;9;1;21/12/2019;2019/2020
Real Valladolid;Local;1;8;0;0;x;21/12/2019;2019/2020
Valencia;Visitante;0;0;1;13;x;21/12/2019;2019/2020
Leganés;Local;2;10;0;0;1;22/12/2019;2019/2020
Espanyol;Visitante;0;0;0;5;1;22/12/2019;2019/2020
Osasuna;Local;3;16;0;0;2;22/12/2019;2019/2020
R. Sociedad;Visitante;0;0;4;15;2;22/12/2019;2019/2020
Betis;Local;1;17;0;0;2;22/12/2019;2019/2020
Atlético;Visitante;0;0;2;8;2;22/12/2019;2019/2020
Levante;Local;3;15;0;0;1;22/12/2019;2019/2020
Celta;Visitante;0;0;1;9;1;22/12/2019;2019/2020
Real Madrid;Local;0;20;0;0;x;22/12/2019;2019/2020
Athletic;Visitante;0;0;0;6;x;22/12/2019;2019/2020
Real Valladolid;Local;2;10;0;0;x;03/01/2020;2019/2020
Leganés;Visitante;0;0;2;6;x;03/01/2020;2019/2020
Sevilla;Local;1;11;0;0;x;03/01/2020;2019/2020
Athletic;Visitante;0;0;1;7;x;03/01/2020;2019/2020
Valencia;Local;1;16;0;0;1;03/01/2020;2019/2020
Eibar;Visitante;0;0;0;7;1;04/01/2020;2019/2020
Getafe;Local;0;17;0;0;2;04/01/2020;2019/2020
Real Madrid;Visitante;0;0;3;16;2;04/01/2020;2019/2020
Atlético;Local;2;14;0;0;1;04/01/2020;2019/2020
Levante;Visitante;0;0;1;11;1;04/01/2020;2019/2020
Espanyol;Local;2;9;0;0;x;04/01/2020;2019/2020
Barcelona;Visitante;0;0;2;15;x;04/01/2020;2019/2020
Granada;Local;1;12;0;0;1;04/01/2020;2019/2020
Mallorca;Visitante;0;0;0;7;1;05/01/2020;2019/2020
R. Sociedad;Local;1;18;0;0;2;05/01/2020;2019/2020
Villarreal;Visitante;0;0;2;14;2;05/01/2020;2019/2020
Alavés;Local;1;12;0;0;x;05/01/2020;2019/2020
Betis;Visitante;0;0;1;9;x;05/01/2020;2019/2020
Celta;Local;1;7;0;0;x;05/01/2020;2019/2020
Osasuna;Visitante;0;0;1;10;x;05/01/2020;2019/2020
Leganés;Local;0;10;0;0;2;05/01/2020;2019/2020
Getafe;Visitante;0;0;3;12;2;17/01/2020;2019/2020
Levante;Local;0;15;0;0;2;17/01/2020;2019/2020
Alavés;Visitante;0;0;1;9;2;18/01/2020;2019/2020
Real Madrid;Local;2;22;0;0;1;18/01/2020;2019/2020
Sevilla;Visitante;0;0;1;14;1;18/01/2020;2019/2020
Osasuna;Local;0;16;0;0;x;18/01/2020;2019/2020
Real Valladolid;Visitante;0;0;0;7;x;18/01/2020;2019/2020
Eibar;Local;2;13;0;0;1;18/01/2020;2019/2020
Atlético;Visitante;0;0;0;8;1;18/01/2020;2019/2020
Mallorca;Local;4;15;0;0;1;18/01/2020;2019/2020
Valencia;Visitante;0;0;1;14;1;19/01/2020;2019/2020
Betis;Local;3;20;0;0;1;19/01/2020;2019/2020
R. Sociedad;Visitante;0;0;0;15;1;19/01/2020;2019/2020
Villarreal;Local;1;20;0;0;2;19/01/2020;2019/2020
Espanyol;Visitante;0;0;2;7;2;19/01/2020;2019/2020
Athletic;Local;1;14;0;0;x;19/01/2020;2019/2020
Celta;Visitante;0;0;1;10;x;19/01/2020;2019/2020
Barcelona;Local;1;35;0;0;1;19/01/2020;2019/2020
Granada;Visitante;0;0;0;13;1;19/01/2020;2019/2020
Osasuna;Local;2;18;0;0;1;19/01/2020;2019/2020
Levante;Visitante;0;0;0;11;1;24/01/2020;2019/2020
Espanyol;Local;1;10;0;0;x;24/01/2020;2019/2020
Athletic;Visitante;0;0;1;8;x;25/01/2020;2019/2020
Valencia;Local;2;18;0;0;1;25/01/2020;2019/2020
Barcelona;Visitante;0;0;0;15;1;25/01/2020;2019/2020
Alavés;Local;1;13;0;0;2;25/01/2020;2019/2020
Villarreal;Visitante;0;0;2;16;2;25/01/2020;2019/2020
Sevilla;Local;2;13;0;0;1;25/01/2020;2019/2020
Granada;Visitante;0;0;0;13;1;25/01/2020;2019/2020
Atlético;Local;0;14;0;0;x;25/01/2020;2019/2020
Leganés;Visitante;0;0;0;6;x;26/01/2020;2019/2020
Celta;Local;0;7;0;0;x;26/01/2020;2019/2020
Eibar;Visitante;0;0;0;7;x;26/01/2020;2019/2020
Getafe;Local;1;18;0;0;1;26/01/2020;2019/2020
Betis;Visitante;0;0;0;9;1;26/01/2020;2019/2020
R. Sociedad;Local;3;21;0;0;1;26/01/2020;2019/2020
Mallorca;Visitante;0;0;0;7;1;26/01/2020;2019/2020
Real Valladolid;Local;0;10;0;0;2;26/01/2020;2019/2020
Real Madrid;Visitante;0;0;1;17;2;26/01/2020;2019/2020
Granada;Local;2;14;0;0;1;26/01/2020;2019/2020
Espanyol;Visitante;0;0;1;8;1;01/02/2020;2019/2020
Real Madrid;Local;1;23;0;0;1;01/02/2020;2019/2020
Atlético;Visitante;0;0;0;8;1;01/02/2020;2019/2020
Mallorca;Local;0;15;0;0;2;01/02/2020;2019/2020
Real Valladolid;Visitante;0;0;1;8;2;01/02/2020;2019/2020
Valencia;Local;1;19;0;0;1;01/02/2020;2019/2020
Celta;Visitante;0;0;0;10;1;01/02/2020;2019/2020
Leganés;Local;2;12;0;0;1;01/02/2020;2019/2020
R. Sociedad;Visitante;0;0;1;16;1;02/02/2020;2019/2020
Eibar;Local;1;14;0;0;x;02/02/2020;2019/2020
Betis;Visitante;0;0;1;10;x;02/02/2020;2019/2020
Athletic;Local;0;14;0;0;2;02/02/2020;2019/2020
Getafe;Visitante;0;0;2;14;2;02/02/2020;2019/2020
Sevilla;Local;1;14;0;0;x;02/02/2020;2019/2020
Alavés;Visitante;0;0;1;10;x;02/02/2020;2019/2020
Villarreal;Local;3;23;0;0;1;02/02/2020;2019/2020
Osasuna;Visitante;0;0;1;11;1;02/02/2020;2019/2020
Barcelona;Local;2;37;0;0;1;02/02/2020;2019/2020
Levante;Visitante;0;0;1;12;1;02/02/2020;2019/2020
Alavés;Local;2;15;0;0;1;02/02/2020;2019/2020
Eibar;Visitante;0;0;1;8;1;07/02/2020;2019/2020
Levante;Local;2;17;0;0;1;07/02/2020;2019/2020
Leganés;Visitante;0;0;0;6;1;08/02/2020;2019/2020
Getafe;Local;3;21;0;0;1;08/02/2020;2019/2020
Valencia;Visitante;0;0;0;14;1;08/02/2020;2019/2020
Real Valladolid;Local;1;11;0;0;x;08/02/2020;2019/2020
Villarreal;Visitante;0;0;1;17;x;08/02/2020;2019/2020
Atlético;Local;1;15;0;0;1;08/02/2020;2019/2020
Granada;Visitante;0;0;0;13;1;08/02/2020;2019/2020
Espanyol;Local;1;11;0;0;1;08/02/2020;2019/2020
Mallorca;Visitante;0;0;0;7;1;09/02/2020;2019/2020
R. Sociedad;Local;2;23;0;0;1;09/02/2020;2019/2020
Athletic;Visitante;0;0;1;9;1;09/02/2020;2019/2020
Osasuna;Local;1;19;0;0;2;09/02/2020;2019/2020
Real Madrid;Visitante;0;0;4;21;2;09/02/2020;2019/2020
Celta;Local;2;9;0;0;1;09/02/2020;2019/2020
Sevilla;Visitante;0;0;1;15;1;09/02/2020;2019/2020
Betis;Local;2;22;0;0;2;09/02/2020;2019/2020
Barcelona;Visitante;0;0;3;18;2;09/02/2020;2019/2020
Valencia;Local;2;21;0;0;x;09/02/2020;2019/2020
Atlético;Visitante;0;0;2;10;x;14/02/2020;2019/2020
Mallorca;Local;1;16;0;0;1;14/02/2020;2019/2020
Alavés;Visitante;0;0;0;10;1;15/02/2020;2019/2020
Barcelona;Local;2;39;0;0;1;15/02/2020;2019/2020
Getafe;Visitante;0;0;1;15;1;15/02/2020;2019/2020
Villarreal;Local;2;25;0;0;1;15/02/2020;2019/2020
Levante;Visitante;0;0;1;13;1;15/02/2020;2019/2020
Granada;Local;2;16;0;0;1;15/02/2020;2019/2020
Real Valladolid;Visitante;0;0;1;9;1;15/02/2020;2019/2020
Sevilla;Local;2;16;0;0;x;15/02/2020;2019/2020
Espanyol;Visitante;0;0;2;10;x;16/02/2020;2019/2020
Leganés;Local;0;12;0;0;x;16/02/2020;2019/2020
Betis;Visitante;0;0;0;10;x;16/02/2020;2019/2020
Athletic;Local;0;14;0;0;2;16/02/2020;2019/2020
Osasuna;Visitante;0;0;1;12;2;16/02/2020;2019/2020
Real Madrid;Local;2;25;0;0;x;16/02/2020;2019/2020
Celta;Visitante;0;0;2;12;x;16/02/2020;2019/2020
Eibar;Local;1;15;0;0;2;16/02/2020;2019/2020
R. Sociedad;Visitante;0;0;2;18;2;10/03/2020;2019/2020
Betis;Local;3;25;0;0;x;10/03/2020;2019/2020
Mallorca;Visitante;0;0;3;10;x;21/02/2020;2019/2020
Celta;Local;1;10;0;0;1;21/02/2020;2019/2020
Leganés;Visitante;0;0;0;6;1;22/02/2020;2019/2020
Barcelona;Local;5;44;0;0;1;22/02/2020;2019/2020
Eibar;Visitante;0;0;0;8;1;22/02/2020;2019/2020
R. Sociedad;Local;3;26;0;0;1;22/02/2020;2019/2020
Valencia;Visitante;0;0;0;14;1;22/02/2020;2019/2020
Levante;Local;1;18;0;0;1;22/02/2020;2019/2020
Real Madrid;Visitante;0;0;0;21;1;22/02/2020;2019/2020
Osasuna;Local;0;19;0;0;2;22/02/2020;2019/2020
Granada;Visitante;0;0;3;16;2;23/02/2020;2019/2020
Alavés;Local;2;17;0;0;1;23/02/2020;2019/2020
Athletic;Visitante;0;0;1;10;1;23/02/2020;2019/2020
Real Valladolid;Local;2;13;0;0;1;23/02/2020;2019/2020
Espanyol;Visitante;0;0;1;11;1;23/02/2020;2019/2020
Getafe;Local;0;21;0;0;2;23/02/2020;2019/2020
Sevilla;Visitante;0;0;3;18;2;23/02/2020;2019/2020
Atlético;Local;3;18;0;0;1;23/02/2020;2019/2020
Villarreal;Visitante;0;0;1;18;1;23/02/2020;2019/2020
R. Sociedad;Local;1;27;0;0;1;23/02/2020;2019/2020
Real Valladolid;Visitante;0;0;0;9;1;23/02/2020;2019/2020
Eibar;Local;3;18;0;0;1;23/02/2020;2019/2020
Levante;Visitante;0;0;0;13;1;29/02/2020;2019/2020
Valencia;Local;2;23;0;0;1;29/02/2020;2019/2020
Betis;Visitante;0;0;1;11;1;29/02/2020;2019/2020
Leganés;Local;1;13;0;0;x;29/02/2020;2019/2020
Alavés;Visitante;0;0;1;11;x;29/02/2020;2019/2020
Granada;Local;0;16;0;0;x;29/02/2020;2019/2020
Celta;Visitante;0;0;0;12;x;29/02/2020;2019/2020
Sevilla;Local;3;19;0;0;1;29/02/2020;2019/2020
Osasuna;Visitante;0;0;2;14;1;01/03/2020;2019/2020
Athletic;Local;1;15;0;0;1;01/03/2020;2019/2020
Villarreal;Visitante;0;0;0;18;1;01/03/2020;2019/2020
Espanyol;Local;1;12;0;0;x;01/03/2020;2019/2020
Atlético;Visitante;0;0;1;11;x;01/03/2020;2019/2020
Mallorca;Local;0;16;0;0;2;01/03/2020;2019/2020
Getafe;Visitante;0;0;1;16;2;01/03/2020;2019/2020
Real Madrid;Local;2;27;0;0;1;01/03/2020;2019/2020
Barcelona;Visitante;0;0;0;18;1;01/03/2020;2019/2020
Alavés;Local;1;18;0;0;x;01/03/2020;2019/2020
Valencia;Visitante;0;0;1;15;x;06/03/2020;2019/2020
Eibar;Local;1;19;0;0;2;06/03/2020;2019/2020
Mallorca;Visitante;0;0;2;12;2;07/03/2020;2019/2020
Atlético;Local;2;20;0;0;x;07/03/2020;2019/2020
Sevilla;Visitante;0;0;2;20;x;07/03/2020;2019/2020
Barcelona;Local;1;45;0;0;1;07/03/2020;2019/2020
R. Sociedad;Visitante;0;0;0;18;1;07/03/2020;2019/2020
Getafe;Local;0;21;0;0;x;07/03/2020;2019/2020
Celta;Visitante;0;0;0;12;x;07/03/2020;2019/2020
Osasuna;Local;1;20;0;0;1;07/03/2020;2019/2020
Espanyol;Visitante;0;0;0;11;1;08/03/2020;2019/2020
Real Valladolid;Local;1;14;0;0;2;08/03/2020;2019/2020
Athletic;Visitante;0;0;4;14;2;08/03/2020;2019/2020
Levante;Local;1;19;0;0;x;08/03/2020;2019/2020
Granada;Visitante;0;0;1;17;x;08/03/2020;2019/2020
Villarreal;Local;1;26;0;0;2;08/03/2020;2019/2020
Leganés;Visitante;0;0;2;8;2;08/03/2020;2019/2020
Betis;Local;2;27;0;0;1;08/03/2020;2019/2020
Real Madrid;Visitante;0;0;1;22;1;08/03/2020;2019/2020
Sevilla;Local;2;21;0;0;1;08/03/2020;2019/2020
Betis;Visitante;0;0;0;11;1;11/06/2020;2019/2020
Granada;Local;2;18;0;0;1;11/06/2020;2019/2020
Getafe;Visitante;0;0;1;17;1;12/06/2020;2019/2020
Valencia;Local;1;24;0;0;x;12/06/2020;2019/2020
Levante;Visitante;0;0;1;14;x;12/06/2020;2019/2020
Espanyol;Local;2;14;0;0;1;12/06/2020;2019/2020
Alavés;Visitante;0;0;0;11;1;13/06/2020;2019/2020
Celta;Local;0;10;0;0;2;13/06/2020;2019/2020
Villarreal;Visitante;0;0;1;19;2;13/06/2020;2019/2020
Leganés;Local;1;14;0;0;2;13/06/2020;2019/2020
Real Valladolid;Visitante;0;0;2;11;2;13/06/2020;2019/2020
Mallorca;Local;0;16;0;0;2;13/06/2020;2019/2020
Barcelona;Visitante;0;0;4;22;2;13/06/2020;2019/2020
Athletic;Local;1;16;0;0;x;13/06/2020;2019/2020
Atlético;Visitante;0;0;1;12;x;14/06/2020;2019/2020
Real Madrid;Local;3;30;0;0;1;14/06/2020;2019/2020
Eibar;Visitante;0;0;1;9;1;14/06/2020;2019/2020
R. Sociedad;Local;1;28;0;0;x;14/06/2020;2019/2020
Osasuna;Visitante;0;0;1;15;x;14/06/2020;2019/2020
Levante;Local;1;20;0;0;x;14/06/2020;2019/2020
Sevilla;Visitante;0;0;1;21;x;15/06/2020;2019/2020
Betis;Local;2;29;0;0;x;15/06/2020;2019/2020
Granada;Visitante;0;0;2;19;x;15/06/2020;2019/2020
Getafe;Local;0;21;0;0;x;15/06/2020;2019/2020
Espanyol;Visitante;0;0;0;11;x;16/06/2020;2019/2020
Villarreal;Local;1;27;0;0;1;16/06/2020;2019/2020
Mallorca;Visitante;0;0;0;12;1;16/06/2020;2019/2020
Barcelona;Local;2;47;0;0;1;16/06/2020;2019/2020
Leganés;Visitante;0;0;0;8;1;16/06/2020;2019/2020
Eibar;Local;2;21;0;0;x;16/06/2020;2019/2020
Athletic;Visitante;0;0;2;16;x;17/06/2020;2019/2020
Real Valladolid;Local;0;14;0;0;x;17/06/2020;2019/2020
Celta;Visitante;0;0;0;12;x;17/06/2020;2019/2020
Osasuna;Local;0;20;0;0;2;17/06/2020;2019/2020
Atlético;Visitante;0;0;5;17;2;17/06/2020;2019/2020
Alavés;Local;2;20;0;0;1;17/06/2020;2019/2020
R. Sociedad;Visitante;0;0;0;18;1;18/06/2020;2019/2020
Real Madrid;Local;3;33;0;0;1;18/06/2020;2019/2020
Valencia;Visitante;0;0;0;15;1;18/06/2020;2019/2020
Mallorca;Local;1;17;0;0;x;18/06/2020;2019/2020
Leganés;Visitante;0;0;1;9;x;19/06/2020;2019/2020
Granada;Local;0;18;0;0;2;19/06/2020;2019/2020
Villarreal;Visitante;0;0;1;20;2;19/06/2020;2019/2020
Sevilla;Local;0;21;0;0;x;19/06/2020;2019/2020
Barcelona;Visitante;0;0;0;22;x;19/06/2020;2019/2020
Espanyol;Local;1;15;0;0;2;19/06/2020;2019/2020
Levante;Visitante;0;0;3;17;2;20/06/2020;2019/2020
Athletic;Local;1;17;0;0;1;20/06/2020;2019/2020
Betis;Visitante;0;0;0;11;1;20/06/2020;2019/2020
Getafe;Local;1;22;0;0;x;20/06/2020;2019/2020
Eibar;Visitante;0;0;1;10;x;20/06/2020;2019/2020
Atlético;Local;1;21;0;0;1;20/06/2020;2019/2020
Real Valladolid;Visitante;0;0;0;11;1;20/06/2020;2019/2020
Celta;Local;6;16;0;0;1;20/06/2020;2019/2020
Alavés;Visitante;0;0;0;11;1;21/06/2020;2019/2020
Valencia;Local;2;26;0;0;1;21/06/2020;2019/2020
Osasuna;Visitante;0;0;0;15;1;21/06/2020;2019/2020
R. Sociedad;Local;1;29;0;0;2;21/06/2020;2019/2020
Real Madrid;Visitante;0;0;2;24;2;21/06/2020;2019/2020
Villarreal;Local;2;29;0;0;x;21/06/2020;2019/2020
Sevilla;Visitante;0;0;2;23;x;22/06/2020;2019/2020
Leganés;Local;0;14;0;0;x;22/06/2020;2019/2020
Granada;Visitante;0;0;0;19;x;22/06/2020;2019/2020
Levante;Local;0;20;0;0;2;22/06/2020;2019/2020
Atlético;Visitante;0;0;1;18;2;23/06/2020;2019/2020
Real Valladolid;Local;1;15;0;0;x;23/06/2020;2019/2020
Getafe;Visitante;0;0;1;18;x;23/06/2020;2019/2020
Barcelona;Local;1;48;0;0;1;23/06/2020;2019/2020
Athletic;Visitante;0;0;0;16;1;23/06/2020;2019/2020
Alavés;Local;0;20;0;0;2;23/06/2020;2019/2020
Osasuna;Visitante;0;0;1;16;2;24/06/2020;2019/2020
R. Sociedad;Local;0;29;0;0;2;24/06/2020;2019/2020
Celta;Visitante;0;0;1;13;2;24/06/2020;2019/2020
Real Madrid;Local;2;35;0;0;1;24/06/2020;2019/2020
Mallorca;Visitante;0;0;0;12;1;24/06/2020;2019/2020
Eibar;Local;1;22;0;0;1;24/06/2020;2019/2020
Valencia;Visitante;0;0;0;15;1;25/06/2020;2019/2020
Betis;Local;1;30;0;0;1;25/06/2020;2019/2020
Espanyol;Visitante;0;0;0;11;1;25/06/2020;2019/2020
Sevilla;Local;1;22;0;0;x;25/06/2020;2019/2020
Real Valladolid;Visitante;0;0;1;12;x;26/06/2020;2019/2020
Athletic;Local;3;20;0;0;1;26/06/2020;2019/2020
Mallorca;Visitante;0;0;1;13;1;27/06/2020;2019/2020
Celta;Local;2;18;0;0;x;27/06/2020;2019/2020
Barcelona;Visitante;0;0;2;24;x;27/06/2020;2019/2020
Osasuna;Local;2;22;0;0;1;27/06/2020;2019/2020
Leganés;Visitante;0;0;1;10;1;27/06/2020;2019/2020
Atlético;Local;2;23;0;0;1;27/06/2020;2019/2020
Alavés;Visitante;0;0;1;12;1;27/06/2020;2019/2020
Levante;Local;4;24;0;0;1;27/06/2020;2019/2020
Betis;Visitante;0;0;2;13;1;28/06/2020;2019/2020
Villarreal;Local;2;31;0;0;1;28/06/2020;2019/2020
Valencia;Visitante;0;0;0;15;1;28/06/2020;2019/2020
Granada;Local;1;19;0;0;2;28/06/2020;2019/2020
Eibar;Visitante;0;0;2;12;2;28/06/2020;2019/2020
Espanyol;Local;0;15;0;0;2;28/06/2020;2019/2020
Real Madrid;Visitante;0;0;1;25;2;28/06/2020;2019/2020
Getafe;Local;2;24;0;0;1;28/06/2020;2019/2020
R. Sociedad;Visitante;0;0;1;19;1;29/06/2020;2019/2020
Mallorca;Local;5;22;0;0;1;29/06/2020;2019/2020
Celta;Visitante;0;0;1;14;1;30/06/2020;2019/2020
Leganés;Local;0;14;0;0;2;30/06/2020;2019/2020
Sevilla;Visitante;0;0;3;26;2;30/06/2020;2019/2020
Barcelona;Local;2;50;0;0;x;30/06/2020;2019/2020
Atlético;Visitante;0;0;2;20;x;30/06/2020;2019/2020
Alavés;Local;0;20;0;0;2;30/06/2020;2019/2020
Granada;Visitante;0;0;2;21;2;01/07/2020;2019/2020
Valencia;Local;0;26;0;0;2;01/07/2020;2019/2020
Athletic;Visitante;0;0;2;18;2;01/07/2020;2019/2020
Betis;Local;0;30;0;0;2;01/07/2020;2019/2020
Villarreal;Visitante;0;0;2;22;2;01/07/2020;2019/2020
Real Valladolid;Local;0;15;0;0;x;01/07/2020;2019/2020
Levante;Visitante;0;0;0;17;x;01/07/2020;2019/2020
Eibar;Local;0;22;0;0;2;01/07/2020;2019/2020
Osasuna;Visitante;0;0;2;18;2;02/07/2020;2019/2020
R. Sociedad;Local;2;31;0;0;1;02/07/2020;2019/2020
Espanyol;Visitante;0;0;1;12;1;02/07/2020;2019/2020
Real Madrid;Local;1;36;0;0;1;02/07/2020;2019/2020
Getafe;Visitante;0;0;0;18;1;02/07/2020;2019/2020
Atlético;Local;3;26;0;0;1;02/07/2020;2019/2020
Mallorca;Visitante;0;0;0;13;1;03/07/2020;2019/2020
Celta;Local;1;19;0;0;x;03/07/2020;2019/2020
Betis;Visitante;0;0;1;14;x;04/07/2020;2019/2020
Real Valladolid;Local;1;16;0;0;1;04/07/2020;2019/2020
Alavés;Visitante;0;0;0;12;1;04/07/2020;2019/2020
Granada;Local;2;21;0;0;x;04/07/2020;2019/2020
Valencia;Visitante;0;0;2;17;x;04/07/2020;2019/2020
Athletic;Local;0;20;0;0;2;04/07/2020;2019/2020
Real Madrid;Visitante;0;0;1;26;2;05/07/2020;2019/2020
Espanyol;Local;0;15;0;0;2;05/07/2020;2019/2020
Leganés;Visitante;0;0;1;11;2;05/07/2020;2019/2020
