Provincias;Sexo;Nacionalidad;Rango de Edad;Periodo;Saldo Migratorio
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2018;-20,00
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2017;-12,00
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2016;8,25
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2015;4,46
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2014;0,92
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2013;4,04
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2012;6,03
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2011;1,61
Almería;Mujeres;Extranjera;De 85 a 89 años  ;2010;4,13
Almería;Mujeres;Extranjera;De 90 y más años;2020;4,00
Almería;Mujeres;Extranjera;De 90 y más años;2019;0,00
Almería;Mujeres;Extranjera;De 90 y más años;2018;-23,00
Almería;Mujeres;Extranjera;De 90 y más años;2017;-11,00
Almería;Mujeres;Extranjera;De 90 y más años;2016;4,56
Almería;Mujeres;Extranjera;De 90 y más años;2015;4,65
Almería;Mujeres;Extranjera;De 90 y más años;2014;4,02
Almería;Mujeres;Extranjera;De 90 y más años;2013;-1,48
Almería;Mujeres;Extranjera;De 90 y más años;2012;4,29
Almería;Mujeres;Extranjera;De 90 y más años;2011;0,00
Almería;Mujeres;Extranjera;De 90 y más años;2010;5,01
Cádiz;Hombres;Española;De 0 a 4 años;2020;26,00
Cádiz;Hombres;Española;De 0 a 4 años;2019;47,00
Cádiz;Hombres;Española;De 0 a 4 años;2018;40,00
Cádiz;Hombres;Española;De 0 a 4 años;2017;17,00
Cádiz;Hombres;Española;De 0 a 4 años;2016;29,37
Cádiz;Hombres;Española;De 0 a 4 años;2015;-13,85
Cádiz;Hombres;Española;De 0 a 4 años;2014;-2,02
Cádiz;Hombres;Española;De 0 a 4 años;2013;2,27
Cádiz;Hombres;Española;De 0 a 4 años;2012;2,48
Cádiz;Hombres;Española;De 0 a 4 años;2011;-12,07
Cádiz;Hombres;Española;De 0 a 4 años;2010;19,66
Cádiz;Hombres;Española;De 5 a 9 años;2020;-2,00
Cádiz;Hombres;Española;De 5 a 9 años;2019;-6,00
Cádiz;Hombres;Española;De 5 a 9 años;2018;2,00
Cádiz;Hombres;Española;De 5 a 9 años;2017;-27,00
Cádiz;Hombres;Española;De 5 a 9 años;2016;-22,22
Cádiz;Hombres;Española;De 5 a 9 años;2015;-36,26
Cádiz;Hombres;Española;De 5 a 9 años;2014;-29,95
Cádiz;Hombres;Española;De 5 a 9 años;2013;-12,76
Cádiz;Hombres;Española;De 5 a 9 años;2012;-14,63
Cádiz;Hombres;Española;De 5 a 9 años;2011;-1,31
Cádiz;Hombres;Española;De 5 a 9 años;2010;-3,86
Cádiz;Hombres;Española;De 10 a 14 años  ;2020;-8,00
Cádiz;Hombres;Española;De 10 a 14 años  ;2019;-10,00
Cádiz;Hombres;Española;De 10 a 14 años  ;2018;-3,00
Cádiz;Hombres;Española;De 10 a 14 años  ;2017;-10,00
Cádiz;Hombres;Española;De 10 a 14 años  ;2016;-6,20
Cádiz;Hombres;Española;De 10 a 14 años  ;2015;-24,60
Cádiz;Hombres;Española;De 10 a 14 años  ;2014;-18,57
Cádiz;Hombres;Española;De 10 a 14 años  ;2013;-12,55
Cádiz;Hombres;Española;De 10 a 14 años  ;2012;-1,89
Cádiz;Hombres;Española;De 10 a 14 años  ;2011;1,58
Cádiz;Hombres;Española;De 10 a 14 años  ;2010;0,32
Cádiz;Hombres;Española;De 15 a 19 años  ;2020;-8,00
Cádiz;Hombres;Española;De 15 a 19 años  ;2019;9,00
Cádiz;Hombres;Española;De 15 a 19 años  ;2018;7,00
Cádiz;Hombres;Española;De 15 a 19 años  ;2017;22,00
Cádiz;Hombres;Española;De 15 a 19 años  ;2016;-16,12
Cádiz;Hombres;Española;De 15 a 19 años  ;2015;-6,13
Cádiz;Hombres;Española;De 15 a 19 años  ;2014;-11,91
Cádiz;Hombres;Española;De 15 a 19 años  ;2013;-8,85
Cádiz;Hombres;Española;De 15 a 19 años  ;2012;1,37
Cádiz;Hombres;Española;De 15 a 19 años  ;2011;-5,84
Cádiz;Hombres;Española;De 15 a 19 años  ;2010;6,40
Cádiz;Hombres;Española;De 20 a 24 años;2020;-15,00
Cádiz;Hombres;Española;De 20 a 24 años;2019;-12,00
Cádiz;Hombres;Española;De 20 a 24 años;2018;-10,00
Cádiz;Hombres;Española;De 20 a 24 años;2017;-13,00
Cádiz;Hombres;Española;De 20 a 24 años;2016;-28,64
Cádiz;Hombres;Española;De 20 a 24 años;2015;-28,94
Cádiz;Hombres;Española;De 20 a 24 años;2014;-23,94
Cádiz;Hombres;Española;De 20 a 24 años;2013;-23,42
Cádiz;Hombres;Española;De 20 a 24 años;2012;-30,25
Cádiz;Hombres;Española;De 20 a 24 años;2011;-7,56
Cádiz;Hombres;Española;De 20 a 24 años;2010;-17,44
Cádiz;Hombres;Española;De 25 a 29 años;2020;-43,00
Cádiz;Hombres;Española;De 25 a 29 años;2019;-65,00
Cádiz;Hombres;Española;De 25 a 29 años;2018;-48,00
Cádiz;Hombres;Española;De 25 a 29 años;2017;-76,00
Cádiz;Hombres;Española;De 25 a 29 años;2016;-87,84
Cádiz;Hombres;Española;De 25 a 29 años;2015;-140,18
Cádiz;Hombres;Española;De 25 a 29 años;2014;-84,22
Cádiz;Hombres;Española;De 25 a 29 años;2013;-72,90
Cádiz;Hombres;Española;De 25 a 29 años;2012;-56,98
Cádiz;Hombres;Española;De 25 a 29 años;2011;-34,31
Cádiz;Hombres;Española;De 25 a 29 años;2010;-45,00
Cádiz;Hombres;Española;De 30 a 34 años;2020;-59,00
Cádiz;Hombres;Española;De 30 a 34 años;2019;-50,00
Cádiz;Hombres;Española;De 30 a 34 años;2018;-48,00
Cádiz;Hombres;Española;De 30 a 34 años;2017;-95,00
Cádiz;Hombres;Española;De 30 a 34 años;2016;-108,03
Cádiz;Hombres;Española;De 30 a 34 años;2015;-123,89
Cádiz;Hombres;Española;De 30 a 34 años;2014;-98,78
Cádiz;Hombres;Española;De 30 a 34 años;2013;-69,24
Cádiz;Hombres;Española;De 30 a 34 años;2012;-75,23
Cádiz;Hombres;Española;De 30 a 34 años;2011;-60,02
Cádiz;Hombres;Española;De 30 a 34 años;2010;-34,14
Cádiz;Hombres;Española;De 35 a 39 años;2020;-23,00
Cádiz;Hombres;Española;De 35 a 39 años;2019;-27,00
Cádiz;Hombres;Española;De 35 a 39 años;2018;-40,00
Cádiz;Hombres;Española;De 35 a 39 años;2017;-46,00
Cádiz;Hombres;Española;De 35 a 39 años;2016;-46,54
Cádiz;Hombres;Española;De 35 a 39 años;2015;-85,68
Cádiz;Hombres;Española;De 35 a 39 años;2014;-54,22
Cádiz;Hombres;Española;De 35 a 39 años;2013;-51,45
Cádiz;Hombres;Española;De 35 a 39 años;2012;-37,09
Cádiz;Hombres;Española;De 35 a 39 años;2011;-35,03
Cádiz;Hombres;Española;De 35 a 39 años;2010;-20,63
Cádiz;Hombres;Española;De 40 a 44 años;2020;-25,00
Cádiz;Hombres;Española;De 40 a 44 años;2019;-19,00
Cádiz;Hombres;Española;De 40 a 44 años;2018;-40,00
Cádiz;Hombres;Española;De 40 a 44 años;2017;-42,00
Cádiz;Hombres;Española;De 40 a 44 años;2016;-52,83
Cádiz;Hombres;Española;De 40 a 44 años;2015;-67,17
Cádiz;Hombres;Española;De 40 a 44 años;2014;-36,17
Cádiz;Hombres;Española;De 40 a 44 años;2013;-45,50
Cádiz;Hombres;Española;De 40 a 44 años;2012;-34,68
Cádiz;Hombres;Española;De 40 a 44 años;2011;-27,76
Cádiz;Hombres;Española;De 40 a 44 años;2010;-23,14
Cádiz;Hombres;Española;De 45 a 49 años;2020;-22,00
Cádiz;Hombres;Española;De 45 a 49 años;2019;-1,00
Cádiz;Hombres;Española;De 45 a 49 años;2018;-7,00
Cádiz;Hombres;Española;De 45 a 49 años;2017;-26,00
Cádiz;Hombres;Española;De 45 a 49 años;2016;-17,39
Cádiz;Hombres;Española;De 45 a 49 años;2015;-41,98
Cádiz;Hombres;Española;De 45 a 49 años;2014;-24,15
Cádiz;Hombres;Española;De 45 a 49 años;2013;-5,22
Cádiz;Hombres;Española;De 45 a 49 años;2012;5,70
Cádiz;Hombres;Española;De 45 a 49 años;2011;-21,31
Cádiz;Hombres;Española;De 45 a 49 años;2010;-2,14
Cádiz;Hombres;Española;De 50 a 54 años;2020;-18,00
Cádiz;Hombres;Española;De 50 a 54 años;2019;-6,00
Cádiz;Hombres;Española;De 50 a 54 años;2018;-5,00
Cádiz;Hombres;Española;De 50 a 54 años;2017;-27,00
Cádiz;Hombres;Española;De 50 a 54 años;2016;-8,57
Cádiz;Hombres;Española;De 50 a 54 años;2015;-12,92
Cádiz;Hombres;Española;De 50 a 54 años;2014;-8,18
Cádiz;Hombres;Española;De 50 a 54 años;2013;-12,06
Cádiz;Hombres;Española;De 50 a 54 años;2012;-7,11
Cádiz;Hombres;Española;De 50 a 54 años;2011;-8,89
Cádiz;Hombres;Española;De 50 a 54 años;2010;-5,45
Cádiz;Hombres;Española;De 55 a 59 años;2020;-1,00
Cádiz;Hombres;Española;De 55 a 59 años;2019;6,00
Cádiz;Hombres;Española;De 55 a 59 años;2018;4,00
Cádiz;Hombres;Española;De 55 a 59 años;2017;1,00
Cádiz;Hombres;Española;De 55 a 59 años;2016;3,68
Cádiz;Hombres;Española;De 55 a 59 años;2015;-3,15
Cádiz;Hombres;Española;De 55 a 59 años;2014;1,61
Cádiz;Hombres;Española;De 55 a 59 años;2013;-6,85
Cádiz;Hombres;Española;De 55 a 59 años;2012;3,39
Cádiz;Hombres;Española;De 55 a 59 años;2011;6,70
Cádiz;Hombres;Española;De 55 a 59 años;2010;0,20
Cádiz;Hombres;Española;De 60 a 64 años;2020;-3,00
Cádiz;Hombres;Española;De 60 a 64 años;2019;5,00
Cádiz;Hombres;Española;De 60 a 64 años;2018;5,00
Cádiz;Hombres;Española;De 60 a 64 años;2017;5,00
Cádiz;Hombres;Española;De 60 a 64 años;2016;1,22
Cádiz;Hombres;Española;De 60 a 64 años;2015;0,13
Cádiz;Hombres;Española;De 60 a 64 años;2014;5,58
Cádiz;Hombres;Española;De 60 a 64 años;2013;5,58
Cádiz;Hombres;Española;De 60 a 64 años;2012;11,85
Cádiz;Hombres;Española;De 60 a 64 años;2011;4,19
Cádiz;Hombres;Española;De 60 a 64 años;2010;6,62
Cádiz;Hombres;Española;De 65 a 69 años;2020;1,00
Cádiz;Hombres;Española;De 65 a 69 años;2019;6,00
Cádiz;Hombres;Española;De 65 a 69 años;2018;4,00
Cádiz;Hombres;Española;De 65 a 69 años;2017;1,00
Cádiz;Hombres;Española;De 65 a 69 años;2016;12,23
Cádiz;Hombres;Española;De 65 a 69 años;2015;0,52
Cádiz;Hombres;Española;De 65 a 69 años;2014;8,89
Cádiz;Hombres;Española;De 65 a 69 años;2013;2,14
Cádiz;Hombres;Española;De 65 a 69 años;2012;6,71
Cádiz;Hombres;Española;De 65 a 69 años;2011;8,63
Cádiz;Hombres;Española;De 65 a 69 años;2010;4,99
Cádiz;Hombres;Española;De 70 a 74 años  ;2020;-3,00
Cádiz;Hombres;Española;De 70 a 74 años  ;2019;3,00
Cádiz;Hombres;Española;De 70 a 74 años  ;2018;10,00
Cádiz;Hombres;Española;De 70 a 74 años  ;2017;-1,00
Cádiz;Hombres;Española;De 70 a 74 años  ;2016;1,82
Cádiz;Hombres;Española;De 70 a 74 años  ;2015;4,37
Cádiz;Hombres;Española;De 70 a 74 años  ;2014;2,81
Cádiz;Hombres;Española;De 70 a 74 años  ;2013;-3,57
Cádiz;Hombres;Española;De 70 a 74 años  ;2012;-7,62
Cádiz;Hombres;Española;De 70 a 74 años  ;2011;2,57
Cádiz;Hombres;Española;De 70 a 74 años  ;2010;0,56
Cádiz;Hombres;Española;De 75 a 79 años  ;2020;-3,00
Cádiz;Hombres;Española;De 75 a 79 años  ;2019;0,00
Cádiz;Hombres;Española;De 75 a 79 años  ;2018;3,00
Cádiz;Hombres;Española;De 75 a 79 años  ;2017;4,00
Cádiz;Hombres;Española;De 75 a 79 años  ;2016;2,86
Cádiz;Hombres;Española;De 75 a 79 años  ;2015;3,80
Cádiz;Hombres;Española;De 75 a 79 años  ;2014;-2,24
Cádiz;Hombres;Española;De 75 a 79 años  ;2013;1,43
Cádiz;Hombres;Española;De 75 a 79 años  ;2012;2,91
Cádiz;Hombres;Española;De 75 a 79 años  ;2011;9,86
Cádiz;Hombres;Española;De 75 a 79 años  ;2010;-4,76
Cádiz;Hombres;Española;De 80 a 84 años  ;2020;1,00
Cádiz;Hombres;Española;De 80 a 84 años  ;2019;3,00
Cádiz;Hombres;Española;De 80 a 84 años  ;2018;0,00
Cádiz;Hombres;Española;De 80 a 84 años  ;2017;-2,00
Cádiz;Hombres;Española;De 80 a 84 años  ;2016;3,95
Cádiz;Hombres;Española;De 80 a 84 años  ;2015;1,82
Cádiz;Hombres;Española;De 80 a 84 años  ;2014;-1,14
Cádiz;Hombres;Española;De 80 a 84 años  ;2013;-0,17
Cádiz;Hombres;Española;De 80 a 84 años  ;2012;-1,16
Cádiz;Hombres;Española;De 80 a 84 años  ;2011;2,01
Cádiz;Hombres;Española;De 80 a 84 años  ;2010;-1,17
Cádiz;Hombres;Española;De 85 a 89 años  ;2020;-2,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2019;1,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2018;0,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2017;1,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2016;-0,04
Cádiz;Hombres;Española;De 85 a 89 años  ;2015;1,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2014;-0,05
Cádiz;Hombres;Española;De 85 a 89 años  ;2013;1,01
Cádiz;Hombres;Española;De 85 a 89 años  ;2012;0,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2011;0,00
Cádiz;Hombres;Española;De 85 a 89 años  ;2010;0,00
Cádiz;Hombres;Española;De 90 y más años;2020;1,00
Cádiz;Hombres;Española;De 90 y más años;2019;1,00
Cádiz;Hombres;Española;De 90 y más años;2018;0,00
Cádiz;Hombres;Española;De 90 y más años;2017;0,00
Cádiz;Hombres;Española;De 90 y más años;2016;0,00
Cádiz;Hombres;Española;De 90 y más años;2015;1,00
Cádiz;Hombres;Española;De 90 y más años;2014;0,00
Cádiz;Hombres;Española;De 90 y más años;2013;0,00
Cádiz;Hombres;Española;De 90 y más años;2012;0,00
Cádiz;Hombres;Española;De 90 y más años;2011;0,00
Cádiz;Hombres;Española;De 90 y más años;2010;0,00
Cádiz;Hombres;Extranjera;De 0 a 4 años;2020;135,00
Cádiz;Hombres;Extranjera;De 0 a 4 años;2019;210,00
Cádiz;Hombres;Extranjera;De 0 a 4 años;2018;172,00
Cádiz;Hombres;Extranjera;De 0 a 4 años;2017;154,00
Cádiz;Hombres;Extranjera;De 0 a 4 años;2016;98,24
Cádiz;Hombres;Extranjera;De 0 a 4 años;2015;106,08
Cádiz;Hombres;Extranjera;De 0 a 4 años;2014;70,41
Cádiz;Hombres;Extranjera;De 0 a 4 años;2013;60,95
Cádiz;Hombres;Extranjera;De 0 a 4 años;2012;84,50
Cádiz;Hombres;Extranjera;De 0 a 4 años;2011;67,70
Cádiz;Hombres;Extranjera;De 0 a 4 años;2010;58,03
Cádiz;Hombres;Extranjera;De 5 a 9 años;2020;113,00
Cádiz;Hombres;Extranjera;De 5 a 9 años;2019;187,00
Cádiz;Hombres;Extranjera;De 5 a 9 años;2018;76,00
Cádiz;Hombres;Extranjera;De 5 a 9 años;2017;42,00
Cádiz;Hombres;Extranjera;De 5 a 9 años;2016;46,56
Cádiz;Hombres;Extranjera;De 5 a 9 años;2015;39,52
Cádiz;Hombres;Extranjera;De 5 a 9 años;2014;9,83
Cádiz;Hombres;Extranjera;De 5 a 9 años;2013;32,12
Cádiz;Hombres;Extranjera;De 5 a 9 años;2012;33,23
Cádiz;Hombres;Extranjera;De 5 a 9 años;2011;46,62
Cádiz;Hombres;Extranjera;De 5 a 9 años;2010;53,68
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2020;58,00
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2019;135,00
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2018;66,00
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2017;71,00
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2016;33,92
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2015;20,02
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2014;12,79
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2013;12,06
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2012;24,91
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2011;29,35
Cádiz;Hombres;Extranjera;De 10 a 14 años  ;2010;61,89
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2020;224,00
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2019;299,00
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2018;182,00
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2017;117,00
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2016;54,65
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2015;34,59
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2014;40,51
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2013;-27,51
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2012;64,87
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2011;66,91
Cádiz;Hombres;Extranjera;De 15 a 19 años  ;2010;104,29
Cádiz;Hombres;Extranjera;De 20 a 24 años;2020;221,00
Cádiz;Hombres;Extranjera;De 20 a 24 años;2019;299,00
Cádiz;Hombres;Extranjera;De 20 a 24 años;2018;177,00
Cádiz;Hombres;Extranjera;De 20 a 24 años;2017;141,00
Cádiz;Hombres;Extranjera;De 20 a 24 años;2016;70,86
Cádiz;Hombres;Extranjera;De 20 a 24 años;2015;36,46
Cádiz;Hombres;Extranjera;De 20 a 24 años;2014;41,79
Cádiz;Hombres;Extranjera;De 20 a 24 años;2013;-16,54
Cádiz;Hombres;Extranjera;De 20 a 24 años;2012;41,38
Cádiz;Hombres;Extranjera;De 20 a 24 años;2011;55,50
Cádiz;Hombres;Extranjera;De 20 a 24 años;2010;63,51
Cádiz;Hombres;Extranjera;De 25 a 29 años;2020;235,00
Cádiz;Hombres;Extranjera;De 25 a 29 años;2019;377,00
Cádiz;Hombres;Extranjera;De 25 a 29 años;2018;235,00
Cádiz;Hombres;Extranjera;De 25 a 29 años;2017;183,00
Cádiz;Hombres;Extranjera;De 25 a 29 años;2016;120,60
Cádiz;Hombres;Extranjera;De 25 a 29 años;2015;91,10
Cádiz;Hombres;Extranjera;De 25 a 29 años;2014;83,06
Cádiz;Hombres;Extranjera;De 25 a 29 años;2013;-7,91
Cádiz;Hombres;Extranjera;De 25 a 29 años;2012;47,06
Cádiz;Hombres;Extranjera;De 25 a 29 años;2011;74,20
Cádiz;Hombres;Extranjera;De 25 a 29 años;2010;56,39
Cádiz;Hombres;Extranjera;De 30 a 34 años;2020;273,00
Cádiz;Hombres;Extranjera;De 30 a 34 años;2019;378,00
Cádiz;Hombres;Extranjera;De 30 a 34 años;2018;196,00
Cádiz;Hombres;Extranjera;De 30 a 34 años;2017;173,00
Cádiz;Hombres;Extranjera;De 30 a 34 años;2016;104,20
Cádiz;Hombres;Extranjera;De 30 a 34 años;2015;15,30
Cádiz;Hombres;Extranjera;De 30 a 34 años;2014;23,81
Cádiz;Hombres;Extranjera;De 30 a 34 años;2013;-80,99
Cádiz;Hombres;Extranjera;De 30 a 34 años;2012;-28,61
Cádiz;Hombres;Extranjera;De 30 a 34 años;2011;19,05
Cádiz;Hombres;Extranjera;De 30 a 34 años;2010;36,54
Cádiz;Hombres;Extranjera;De 35 a 39 años;2020;146,00
Cádiz;Hombres;Extranjera;De 35 a 39 años;2019;303,00
Cádiz;Hombres;Extranjera;De 35 a 39 años;2018;82,00
Cádiz;Hombres;Extranjera;De 35 a 39 años;2017;67,00
Cádiz;Hombres;Extranjera;De 35 a 39 años;2016;3,14
Cádiz;Hombres;Extranjera;De 35 a 39 años;2015;-31,97
Cádiz;Hombres;Extranjera;De 35 a 39 años;2014;-15,85
Cádiz;Hombres;Extranjera;De 35 a 39 años;2013;-46,98
Cádiz;Hombres;Extranjera;De 35 a 39 años;2012;-92,33
Cádiz;Hombres;Extranjera;De 35 a 39 años;2011;3,10
Cádiz;Hombres;Extranjera;De 35 a 39 años;2010;18,13
Cádiz;Hombres;Extranjera;De 40 a 44 años;2020;153,00
Cádiz;Hombres;Extranjera;De 40 a 44 años;2019;190,00
Cádiz;Hombres;Extranjera;De 40 a 44 años;2018;15,00
Cádiz;Hombres;Extranjera;De 40 a 44 años;2017;33,00
Cádiz;Hombres;Extranjera;De 40 a 44 años;2016;1,31
Cádiz;Hombres;Extranjera;De 40 a 44 años;2015;-46,57
Cádiz;Hombres;Extranjera;De 40 a 44 años;2014;-9,81
Cádiz;Hombres;Extranjera;De 40 a 44 años;2013;-63,83
Cádiz;Hombres;Extranjera;De 40 a 44 años;2012;-21,80
Cádiz;Hombres;Extranjera;De 40 a 44 años;2011;11,96
Cádiz;Hombres;Extranjera;De 40 a 44 años;2010;-9,76
Cádiz;Hombres;Extranjera;De 45 a 49 años;2020;86,00
Cádiz;Hombres;Extranjera;De 45 a 49 años;2019;150,00
Cádiz;Hombres;Extranjera;De 45 a 49 años;2018;-24,00
Cádiz;Hombres;Extranjera;De 45 a 49 años;2017;-22,00
Cádiz;Hombres;Extranjera;De 45 a 49 años;2016;-24,50
Cádiz;Hombres;Extranjera;De 45 a 49 años;2015;-23,40
Cádiz;Hombres;Extranjera;De 45 a 49 años;2014;9,66
Cádiz;Hombres;Extranjera;De 45 a 49 años;2013;-49,12
Cádiz;Hombres;Extranjera;De 45 a 49 años;2012;-17,07
Cádiz;Hombres;Extranjera;De 45 a 49 años;2011;-10,67
Cádiz;Hombres;Extranjera;De 45 a 49 años;2010;6,49
Cádiz;Hombres;Extranjera;De 50 a 54 años;2020;74,00
Cádiz;Hombres;Extranjera;De 50 a 54 años;2019;111,00
Cádiz;Hombres;Extranjera;De 50 a 54 años;2018;-14,00
Cádiz;Hombres;Extranjera;De 50 a 54 años;2017;21,00
Cádiz;Hombres;Extranjera;De 50 a 54 años;2016;-3,97
Cádiz;Hombres;Extranjera;De 50 a 54 años;2015;-16,96
Cádiz;Hombres;Extranjera;De 50 a 54 años;2014;9,81
Cádiz;Hombres;Extranjera;De 50 a 54 años;2013;-18,17
Cádiz;Hombres;Extranjera;De 50 a 54 años;2012;4,27
Cádiz;Hombres;Extranjera;De 50 a 54 años;2011;-1,12
Cádiz;Hombres;Extranjera;De 50 a 54 años;2010;-11,32
Cádiz;Hombres;Extranjera;De 55 a 59 años;2020;90,00
Cádiz;Hombres;Extranjera;De 55 a 59 años;2019;111,00
Cádiz;Hombres;Extranjera;De 55 a 59 años;2018;-4,00
Cádiz;Hombres;Extranjera;De 55 a 59 años;2017;21,00
Cádiz;Hombres;Extranjera;De 55 a 59 años;2016;6,68
Cádiz;Hombres;Extranjera;De 55 a 59 años;2015;-1,52
Cádiz;Hombres;Extranjera;De 55 a 59 años;2014;-8,68
Cádiz;Hombres;Extranjera;De 55 a 59 años;2013;-12,42
Cádiz;Hombres;Extranjera;De 55 a 59 años;2012;2,93
Cádiz;Hombres;Extranjera;De 55 a 59 años;2011;5,39
Cádiz;Hombres;Extranjera;De 55 a 59 años;2010;15,31
Cádiz;Hombres;Extranjera;De 60 a 64 años;2020;73,00
Cádiz;Hombres;Extranjera;De 60 a 64 años;2019;97,00
Cádiz;Hombres;Extranjera;De 60 a 64 años;2018;7,00
Cádiz;Hombres;Extranjera;De 60 a 64 años;2017;26,00
Cádiz;Hombres;Extranjera;De 60 a 64 años;2016;37,19
Cádiz;Hombres;Extranjera;De 60 a 64 años;2015;-12,29
Cádiz;Hombres;Extranjera;De 60 a 64 años;2014;10,16
Cádiz;Hombres;Extranjera;De 60 a 64 años;2013;21,61
Cádiz;Hombres;Extranjera;De 60 a 64 años;2012;26,44
Cádiz;Hombres;Extranjera;De 60 a 64 años;2011;36,03
Cádiz;Hombres;Extranjera;De 60 a 64 años;2010;7,96
Cádiz;Hombres;Extranjera;De 65 a 69 años;2020;51,00
Cádiz;Hombres;Extranjera;De 65 a 69 años;2019;54,00
Cádiz;Hombres;Extranjera;De 65 a 69 años;2018;-21,00
Cádiz;Hombres;Extranjera;De 65 a 69 años;2017;36,00
Cádiz;Hombres;Extranjera;De 65 a 69 años;2016;31,87
Cádiz;Hombres;Extranjera;De 65 a 69 años;2015;11,15
Cádiz;Hombres;Extranjera;De 65 a 69 años;2014;32,74
Cádiz;Hombres;Extranjera;De 65 a 69 años;2013;3,32
Cádiz;Hombres;Extranjera;De 65 a 69 años;2012;15,71
Cádiz;Hombres;Extranjera;De 65 a 69 años;2011;27,31
Cádiz;Hombres;Extranjera;De 65 a 69 años;2010;32,40
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2020;19,00
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2019;31,00
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2018;-18,00
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2017;2,00
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2016;6,96
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2015;12,85
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2014;8,06
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2013;-0,16
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2012;6,87
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2011;1,69
Cádiz;Hombres;Extranjera;De 70 a 74 años  ;2010;5,63
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2020;3,00
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2019;8,00
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2018;-27,00
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2017;-12,00
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2016;6,23
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2015;4,48
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2014;5,86
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2013;-17,41
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2012;-1,52
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2011;1,78
Cádiz;Hombres;Extranjera;De 75 a 79 años  ;2010;0,91
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2020;-2,00
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2019;1,00
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2018;-6,00
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2017;-3,00
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2016;9,08
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2015;6,12
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2014;3,96
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2013;-2,96
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2012;1,02
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2011;1,00
Cádiz;Hombres;Extranjera;De 80 a 84 años  ;2010;1,00
Cádiz;Hombres;Extranjera;De 85 a 89 años  ;2020;0,00
Cádiz;Hombres;Extranjera;De 85 a 89 años  ;2019;1,00
