Provincias;Sexo;Nacionalidad;Rango de Edad;Periodo;Saldo Migratorio
Huelva;Mujeres;Española;De 50 a 54 años;2016;2,58
Huelva;Mujeres;Española;De 50 a 54 años;2015;-2,46
Huelva;Mujeres;Española;De 50 a 54 años;2014;-3,38
Huelva;Mujeres;Española;De 50 a 54 años;2013;-6,77
Huelva;Mujeres;Española;De 50 a 54 años;2012;-2,12
Huelva;Mujeres;Española;De 50 a 54 años;2011;-4,53
Huelva;Mujeres;Española;De 50 a 54 años;2010;2,01
Huelva;Mujeres;Española;De 55 a 59 años;2020;-2,00
Huelva;Mujeres;Española;De 55 a 59 años;2019;0,00
Huelva;Mujeres;Española;De 55 a 59 años;2018;2,00
Huelva;Mujeres;Española;De 55 a 59 años;2017;3,00
Huelva;Mujeres;Española;De 55 a 59 años;2016;0,63
Huelva;Mujeres;Española;De 55 a 59 años;2015;-0,92
Huelva;Mujeres;Española;De 55 a 59 años;2014;-3,26
Huelva;Mujeres;Española;De 55 a 59 años;2013;2,95
Huelva;Mujeres;Española;De 55 a 59 años;2012;-0,11
Huelva;Mujeres;Española;De 55 a 59 años;2011;-1,29
Huelva;Mujeres;Española;De 55 a 59 años;2010;1,92
Huelva;Mujeres;Española;De 60 a 64 años;2020;1,00
Huelva;Mujeres;Española;De 60 a 64 años;2019;2,00
Huelva;Mujeres;Española;De 60 a 64 años;2018;0,00
Huelva;Mujeres;Española;De 60 a 64 años;2017;2,00
Huelva;Mujeres;Española;De 60 a 64 años;2016;-0,28
Huelva;Mujeres;Española;De 60 a 64 años;2015;2,50
Huelva;Mujeres;Española;De 60 a 64 años;2014;-1,10
Huelva;Mujeres;Española;De 60 a 64 años;2013;-2,27
Huelva;Mujeres;Española;De 60 a 64 años;2012;6,04
Huelva;Mujeres;Española;De 60 a 64 años;2011;-0,30
Huelva;Mujeres;Española;De 60 a 64 años;2010;2,93
Huelva;Mujeres;Española;De 65 a 69 años;2020;1,00
Huelva;Mujeres;Española;De 65 a 69 años;2019;7,00
Huelva;Mujeres;Española;De 65 a 69 años;2018;1,00
Huelva;Mujeres;Española;De 65 a 69 años;2017;1,00
Huelva;Mujeres;Española;De 65 a 69 años;2016;-1,26
Huelva;Mujeres;Española;De 65 a 69 años;2015;-2,68
Huelva;Mujeres;Española;De 65 a 69 años;2014;0,00
Huelva;Mujeres;Española;De 65 a 69 años;2013;1,76
Huelva;Mujeres;Española;De 65 a 69 años;2012;-4,29
Huelva;Mujeres;Española;De 65 a 69 años;2011;-1,46
Huelva;Mujeres;Española;De 65 a 69 años;2010;-0,09
Huelva;Mujeres;Española;De 70 a 74 años  ;2020;-1,00
Huelva;Mujeres;Española;De 70 a 74 años  ;2019;2,00
Huelva;Mujeres;Española;De 70 a 74 años  ;2018;0,00
Huelva;Mujeres;Española;De 70 a 74 años  ;2017;4,00
Huelva;Mujeres;Española;De 70 a 74 años  ;2016;2,98
Huelva;Mujeres;Española;De 70 a 74 años  ;2015;-0,26
Huelva;Mujeres;Española;De 70 a 74 años  ;2014;-3,15
Huelva;Mujeres;Española;De 70 a 74 años  ;2013;1,92
Huelva;Mujeres;Española;De 70 a 74 años  ;2012;0,94
Huelva;Mujeres;Española;De 70 a 74 años  ;2011;-2,31
Huelva;Mujeres;Española;De 70 a 74 años  ;2010;-0,16
Huelva;Mujeres;Española;De 75 a 79 años  ;2020;1,00
Huelva;Mujeres;Española;De 75 a 79 años  ;2019;1,00
Huelva;Mujeres;Española;De 75 a 79 años  ;2018;1,00
Huelva;Mujeres;Española;De 75 a 79 años  ;2017;1,00
Huelva;Mujeres;Española;De 75 a 79 años  ;2016;2,93
Huelva;Mujeres;Española;De 75 a 79 años  ;2015;3,58
Huelva;Mujeres;Española;De 75 a 79 años  ;2014;-0,04
Huelva;Mujeres;Española;De 75 a 79 años  ;2013;0,01
Huelva;Mujeres;Española;De 75 a 79 años  ;2012;-2,11
Huelva;Mujeres;Española;De 75 a 79 años  ;2011;-1,23
Huelva;Mujeres;Española;De 75 a 79 años  ;2010;-2,53
Huelva;Mujeres;Española;De 80 a 84 años  ;2020;1,00
Huelva;Mujeres;Española;De 80 a 84 años  ;2019;2,00
Huelva;Mujeres;Española;De 80 a 84 años  ;2018;-2,00
Huelva;Mujeres;Española;De 80 a 84 años  ;2017;0,00
Huelva;Mujeres;Española;De 80 a 84 años  ;2016;1,99
Huelva;Mujeres;Española;De 80 a 84 años  ;2015;1,76
Huelva;Mujeres;Española;De 80 a 84 años  ;2014;-1,05
Huelva;Mujeres;Española;De 80 a 84 años  ;2013;-1,26
Huelva;Mujeres;Española;De 80 a 84 años  ;2012;-1,06
Huelva;Mujeres;Española;De 80 a 84 años  ;2011;-0,14
Huelva;Mujeres;Española;De 80 a 84 años  ;2010;1,01
Huelva;Mujeres;Española;De 85 a 89 años  ;2020;-2,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2019;0,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2018;0,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2017;1,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2016;1,91
Huelva;Mujeres;Española;De 85 a 89 años  ;2015;0,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2014;1,59
Huelva;Mujeres;Española;De 85 a 89 años  ;2013;1,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2012;0,03
Huelva;Mujeres;Española;De 85 a 89 años  ;2011;0,00
Huelva;Mujeres;Española;De 85 a 89 años  ;2010;-1,11
Huelva;Mujeres;Española;De 90 y más años;2020;3,00
Huelva;Mujeres;Española;De 90 y más años;2019;3,00
Huelva;Mujeres;Española;De 90 y más años;2018;2,00
Huelva;Mujeres;Española;De 90 y más años;2017;0,00
Huelva;Mujeres;Española;De 90 y más años;2016;3,00
Huelva;Mujeres;Española;De 90 y más años;2015;0,59
Huelva;Mujeres;Española;De 90 y más años;2014;1,00
Huelva;Mujeres;Española;De 90 y más años;2013;0,00
Huelva;Mujeres;Española;De 90 y más años;2012;0,00
Huelva;Mujeres;Española;De 90 y más años;2011;0,00
Huelva;Mujeres;Española;De 90 y más años;2010;1,01
Huelva;Mujeres;Extranjera;De 0 a 4 años;2020;62,00
Huelva;Mujeres;Extranjera;De 0 a 4 años;2019;67,00
Huelva;Mujeres;Extranjera;De 0 a 4 años;2018;53,00
Huelva;Mujeres;Extranjera;De 0 a 4 años;2017;53,00
Huelva;Mujeres;Extranjera;De 0 a 4 años;2016;40,23
Huelva;Mujeres;Extranjera;De 0 a 4 años;2015;39,75
Huelva;Mujeres;Extranjera;De 0 a 4 años;2014;12,04
Huelva;Mujeres;Extranjera;De 0 a 4 años;2013;4,94
Huelva;Mujeres;Extranjera;De 0 a 4 años;2012;12,35
Huelva;Mujeres;Extranjera;De 0 a 4 años;2011;25,41
Huelva;Mujeres;Extranjera;De 0 a 4 años;2010;45,69
Huelva;Mujeres;Extranjera;De 5 a 9 años;2020;45,00
Huelva;Mujeres;Extranjera;De 5 a 9 años;2019;49,00
Huelva;Mujeres;Extranjera;De 5 a 9 años;2018;35,00
Huelva;Mujeres;Extranjera;De 5 a 9 años;2017;17,00
Huelva;Mujeres;Extranjera;De 5 a 9 años;2016;-11,06
Huelva;Mujeres;Extranjera;De 5 a 9 años;2015;-16,30
Huelva;Mujeres;Extranjera;De 5 a 9 años;2014;-22,47
Huelva;Mujeres;Extranjera;De 5 a 9 años;2013;16,60
Huelva;Mujeres;Extranjera;De 5 a 9 años;2012;23,38
Huelva;Mujeres;Extranjera;De 5 a 9 años;2011;28,89
Huelva;Mujeres;Extranjera;De 5 a 9 años;2010;16,91
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2020;53,00
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2019;79,00
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2018;65,00
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2017;34,00
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2016;9,09
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2015;49,70
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2014;8,66
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2013;14,25
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2012;35,75
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2011;50,89
Huelva;Mujeres;Extranjera;De 10 a 14 años  ;2010;64,48
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2020;83,00
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2019;131,00
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2018;115,00
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2017;56,00
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2016;51,90
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2015;44,43
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2014;40,67
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2013;36,68
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2012;75,06
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2011;100,96
Huelva;Mujeres;Extranjera;De 15 a 19 años  ;2010;77,73
Huelva;Mujeres;Extranjera;De 20 a 24 años;2020;130,00
Huelva;Mujeres;Extranjera;De 20 a 24 años;2019;223,00
Huelva;Mujeres;Extranjera;De 20 a 24 años;2018;238,00
Huelva;Mujeres;Extranjera;De 20 a 24 años;2017;195,00
Huelva;Mujeres;Extranjera;De 20 a 24 años;2016;55,27
Huelva;Mujeres;Extranjera;De 20 a 24 años;2015;59,20
Huelva;Mujeres;Extranjera;De 20 a 24 años;2014;102,75
Huelva;Mujeres;Extranjera;De 20 a 24 años;2013;93,58
Huelva;Mujeres;Extranjera;De 20 a 24 años;2012;112,75
Huelva;Mujeres;Extranjera;De 20 a 24 años;2011;151,42
Huelva;Mujeres;Extranjera;De 20 a 24 años;2010;164,59
Huelva;Mujeres;Extranjera;De 25 a 29 años;2020;181,00
Huelva;Mujeres;Extranjera;De 25 a 29 años;2019;350,00
Huelva;Mujeres;Extranjera;De 25 a 29 años;2018;318,00
Huelva;Mujeres;Extranjera;De 25 a 29 años;2017;161,00
Huelva;Mujeres;Extranjera;De 25 a 29 años;2016;36,11
Huelva;Mujeres;Extranjera;De 25 a 29 años;2015;31,27
Huelva;Mujeres;Extranjera;De 25 a 29 años;2014;75,50
Huelva;Mujeres;Extranjera;De 25 a 29 años;2013;77,65
Huelva;Mujeres;Extranjera;De 25 a 29 años;2012;64,42
Huelva;Mujeres;Extranjera;De 25 a 29 años;2011;107,13
Huelva;Mujeres;Extranjera;De 25 a 29 años;2010;132,68
Huelva;Mujeres;Extranjera;De 30 a 34 años;2020;180,00
Huelva;Mujeres;Extranjera;De 30 a 34 años;2019;314,00
Huelva;Mujeres;Extranjera;De 30 a 34 años;2018;262,00
Huelva;Mujeres;Extranjera;De 30 a 34 años;2017;186,00
Huelva;Mujeres;Extranjera;De 30 a 34 años;2016;13,70
Huelva;Mujeres;Extranjera;De 30 a 34 años;2015;8,82
Huelva;Mujeres;Extranjera;De 30 a 34 años;2014;12,44
Huelva;Mujeres;Extranjera;De 30 a 34 años;2013;-1,77
Huelva;Mujeres;Extranjera;De 30 a 34 años;2012;95,52
Huelva;Mujeres;Extranjera;De 30 a 34 años;2011;117,33
Huelva;Mujeres;Extranjera;De 30 a 34 años;2010;192,40
Huelva;Mujeres;Extranjera;De 35 a 39 años;2020;138,00
Huelva;Mujeres;Extranjera;De 35 a 39 años;2019;256,00
Huelva;Mujeres;Extranjera;De 35 a 39 años;2018;230,00
Huelva;Mujeres;Extranjera;De 35 a 39 años;2017;216,00
Huelva;Mujeres;Extranjera;De 35 a 39 años;2016;58,82
Huelva;Mujeres;Extranjera;De 35 a 39 años;2015;11,62
Huelva;Mujeres;Extranjera;De 35 a 39 años;2014;71,45
Huelva;Mujeres;Extranjera;De 35 a 39 años;2013;9,09
Huelva;Mujeres;Extranjera;De 35 a 39 años;2012;110,18
Huelva;Mujeres;Extranjera;De 35 a 39 años;2011;121,00
Huelva;Mujeres;Extranjera;De 35 a 39 años;2010;222,85
Huelva;Mujeres;Extranjera;De 40 a 44 años;2020;105,00
Huelva;Mujeres;Extranjera;De 40 a 44 años;2019;247,00
Huelva;Mujeres;Extranjera;De 40 a 44 años;2018;232,00
Huelva;Mujeres;Extranjera;De 40 a 44 años;2017;262,00
Huelva;Mujeres;Extranjera;De 40 a 44 años;2016;-31,00
Huelva;Mujeres;Extranjera;De 40 a 44 años;2015;3,53
Huelva;Mujeres;Extranjera;De 40 a 44 años;2014;105,86
Huelva;Mujeres;Extranjera;De 40 a 44 años;2013;73,25
Huelva;Mujeres;Extranjera;De 40 a 44 años;2012;71,31
Huelva;Mujeres;Extranjera;De 40 a 44 años;2011;143,51
Huelva;Mujeres;Extranjera;De 40 a 44 años;2010;226,61
Huelva;Mujeres;Extranjera;De 45 a 49 años;2020;102,00
Huelva;Mujeres;Extranjera;De 45 a 49 años;2019;139,00
Huelva;Mujeres;Extranjera;De 45 a 49 años;2018;138,00
Huelva;Mujeres;Extranjera;De 45 a 49 años;2017;223,00
Huelva;Mujeres;Extranjera;De 45 a 49 años;2016;-28,04
Huelva;Mujeres;Extranjera;De 45 a 49 años;2015;-3,48
Huelva;Mujeres;Extranjera;De 45 a 49 años;2014;43,74
Huelva;Mujeres;Extranjera;De 45 a 49 años;2013;8,08
Huelva;Mujeres;Extranjera;De 45 a 49 años;2012;22,93
Huelva;Mujeres;Extranjera;De 45 a 49 años;2011;71,44
Huelva;Mujeres;Extranjera;De 45 a 49 años;2010;97,94
Huelva;Mujeres;Extranjera;De 50 a 54 años;2020;53,00
Huelva;Mujeres;Extranjera;De 50 a 54 años;2019;103,00
Huelva;Mujeres;Extranjera;De 50 a 54 años;2018;62,00
Huelva;Mujeres;Extranjera;De 50 a 54 años;2017;78,00
Huelva;Mujeres;Extranjera;De 50 a 54 años;2016;-21,26
Huelva;Mujeres;Extranjera;De 50 a 54 años;2015;30,67
Huelva;Mujeres;Extranjera;De 50 a 54 años;2014;10,44
Huelva;Mujeres;Extranjera;De 50 a 54 años;2013;24,90
Huelva;Mujeres;Extranjera;De 50 a 54 años;2012;-9,01
Huelva;Mujeres;Extranjera;De 50 a 54 años;2011;35,16
Huelva;Mujeres;Extranjera;De 50 a 54 años;2010;23,94
Huelva;Mujeres;Extranjera;De 55 a 59 años;2020;53,00
Huelva;Mujeres;Extranjera;De 55 a 59 años;2019;57,00
Huelva;Mujeres;Extranjera;De 55 a 59 años;2018;46,00
Huelva;Mujeres;Extranjera;De 55 a 59 años;2017;0,00
Huelva;Mujeres;Extranjera;De 55 a 59 años;2016;4,23
Huelva;Mujeres;Extranjera;De 55 a 59 años;2015;-0,04
Huelva;Mujeres;Extranjera;De 55 a 59 años;2014;14,79
Huelva;Mujeres;Extranjera;De 55 a 59 años;2013;3,60
Huelva;Mujeres;Extranjera;De 55 a 59 años;2012;0,47
Huelva;Mujeres;Extranjera;De 55 a 59 años;2011;16,42
Huelva;Mujeres;Extranjera;De 55 a 59 años;2010;20,11
Huelva;Mujeres;Extranjera;De 60 a 64 años;2020;27,00
Huelva;Mujeres;Extranjera;De 60 a 64 años;2019;36,00
Huelva;Mujeres;Extranjera;De 60 a 64 años;2018;19,00
Huelva;Mujeres;Extranjera;De 60 a 64 años;2017;4,00
Huelva;Mujeres;Extranjera;De 60 a 64 años;2016;15,19
Huelva;Mujeres;Extranjera;De 60 a 64 años;2015;0,73
Huelva;Mujeres;Extranjera;De 60 a 64 años;2014;9,89
Huelva;Mujeres;Extranjera;De 60 a 64 años;2013;-3,99
Huelva;Mujeres;Extranjera;De 60 a 64 años;2012;-3,57
Huelva;Mujeres;Extranjera;De 60 a 64 años;2011;12,74
Huelva;Mujeres;Extranjera;De 60 a 64 años;2010;10,72
Huelva;Mujeres;Extranjera;De 65 a 69 años;2020;23,00
Huelva;Mujeres;Extranjera;De 65 a 69 años;2019;22,00
Huelva;Mujeres;Extranjera;De 65 a 69 años;2018;18,00
Huelva;Mujeres;Extranjera;De 65 a 69 años;2017;2,00
Huelva;Mujeres;Extranjera;De 65 a 69 años;2016;6,15
Huelva;Mujeres;Extranjera;De 65 a 69 años;2015;13,44
Huelva;Mujeres;Extranjera;De 65 a 69 años;2014;15,50
Huelva;Mujeres;Extranjera;De 65 a 69 años;2013;3,89
Huelva;Mujeres;Extranjera;De 65 a 69 años;2012;0,60
Huelva;Mujeres;Extranjera;De 65 a 69 años;2011;10,47
Huelva;Mujeres;Extranjera;De 65 a 69 años;2010;4,36
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2020;4,00
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2019;12,00
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2018;4,00
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2017;2,00
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2016;1,74
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2015;8,43
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2014;6,19
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2013;0,59
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2012;7,10
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2011;5,92
Huelva;Mujeres;Extranjera;De 70 a 74 años  ;2010;2,61
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2020;3,00
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2019;5,00
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2018;2,00
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2017;7,00
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2016;5,20
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2015;4,89
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2014;2,87
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2013;5,04
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2012;0,96
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2011;-3,42
Huelva;Mujeres;Extranjera;De 75 a 79 años  ;2010;7,03
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2020;1,00
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2019;3,00
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2018;0,00
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2017;4,00
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2016;3,62
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2015;1,13
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2014;1,82
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2013;4,43
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2012;1,74
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2011;0,92
Huelva;Mujeres;Extranjera;De 80 a 84 años  ;2010;-1,73
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2020;2,00
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2019;-1,00
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2018;4,00
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2017;-1,00
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2016;1,80
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2015;0,89
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2014;1,78
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2013;1,01
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2012;-1,09
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2011;1,00
Huelva;Mujeres;Extranjera;De 85 a 89 años  ;2010;1,00
Huelva;Mujeres;Extranjera;De 90 y más años;2020;2,00
Huelva;Mujeres;Extranjera;De 90 y más años;2019;3,00
Huelva;Mujeres;Extranjera;De 90 y más años;2018;0,00
Huelva;Mujeres;Extranjera;De 90 y más años;2017;0,00
Huelva;Mujeres;Extranjera;De 90 y más años;2016;1,00
Huelva;Mujeres;Extranjera;De 90 y más años;2015;1,07
Huelva;Mujeres;Extranjera;De 90 y más años;2014;2,41
Huelva;Mujeres;Extranjera;De 90 y más años;2013;1,67
Huelva;Mujeres;Extranjera;De 90 y más años;2012;3,46
Huelva;Mujeres;Extranjera;De 90 y más años;2011;-2,87
Huelva;Mujeres;Extranjera;De 90 y más años;2010;0,00
Jaén;Hombres;Española;De 0 a 4 años;2020;10,00
Jaén;Hombres;Española;De 0 a 4 años;2019;11,00
Jaén;Hombres;Española;De 0 a 4 años;2018;14,00
Jaén;Hombres;Española;De 0 a 4 años;2017;5,00
Jaén;Hombres;Española;De 0 a 4 años;2016;-2,60
Jaén;Hombres;Española;De 0 a 4 años;2015;-3,06
Jaén;Hombres;Española;De 0 a 4 años;2014;-1,53
Jaén;Hombres;Española;De 0 a 4 años;2013;-4,80
Jaén;Hombres;Española;De 0 a 4 años;2012;1,65
Jaén;Hombres;Española;De 0 a 4 años;2011;-1,87
Jaén;Hombres;Española;De 0 a 4 años;2010;2,59
Jaén;Hombres;Española;De 5 a 9 años;2020;-5,00
Jaén;Hombres;Española;De 5 a 9 años;2019;3,00
Jaén;Hombres;Española;De 5 a 9 años;2018;-1,00
Jaén;Hombres;Española;De 5 a 9 años;2017;-8,00
Jaén;Hombres;Española;De 5 a 9 años;2016;-10,81
Jaén;Hombres;Española;De 5 a 9 años;2015;-13,64
Jaén;Hombres;Española;De 5 a 9 años;2014;-22,24
Jaén;Hombres;Española;De 5 a 9 años;2013;-1,77
Jaén;Hombres;Española;De 5 a 9 años;2012;0,78
Jaén;Hombres;Española;De 5 a 9 años;2011;3,60
Jaén;Hombres;Española;De 5 a 9 años;2010;0,51
Jaén;Hombres;Española;De 10 a 14 años  ;2020;-3,00
Jaén;Hombres;Española;De 10 a 14 años  ;2019;-3,00
Jaén;Hombres;Española;De 10 a 14 años  ;2018;0,00
Jaén;Hombres;Española;De 10 a 14 años  ;2017;-3,00
Jaén;Hombres;Española;De 10 a 14 años  ;2016;-9,49
Jaén;Hombres;Española;De 10 a 14 años  ;2015;-13,67
Jaén;Hombres;Española;De 10 a 14 años  ;2014;-6,39
Jaén;Hombres;Española;De 10 a 14 años  ;2013;-5,43
Jaén;Hombres;Española;De 10 a 14 años  ;2012;-3,19
Jaén;Hombres;Española;De 10 a 14 años  ;2011;-2,67
Jaén;Hombres;Española;De 10 a 14 años  ;2010;-3,38
Jaén;Hombres;Española;De 15 a 19 años  ;2020;-6,00
Jaén;Hombres;Española;De 15 a 19 años  ;2019;-4,00
Jaén;Hombres;Española;De 15 a 19 años  ;2018;-4,00
Jaén;Hombres;Española;De 15 a 19 años  ;2017;-2,00
Jaén;Hombres;Española;De 15 a 19 años  ;2016;-3,14
Jaén;Hombres;Española;De 15 a 19 años  ;2015;-1,66
Jaén;Hombres;Española;De 15 a 19 años  ;2014;1,86
Jaén;Hombres;Española;De 15 a 19 años  ;2013;1,85
Jaén;Hombres;Española;De 15 a 19 años  ;2012;1,85
Jaén;Hombres;Española;De 15 a 19 años  ;2011;0,43
Jaén;Hombres;Española;De 15 a 19 años  ;2010;-4,39
Jaén;Hombres;Española;De 20 a 24 años;2020;-12,00
Jaén;Hombres;Española;De 20 a 24 años;2019;-11,00
Jaén;Hombres;Española;De 20 a 24 años;2018;0,00
Jaén;Hombres;Española;De 20 a 24 años;2017;-17,00
Jaén;Hombres;Española;De 20 a 24 años;2016;-7,52
Jaén;Hombres;Española;De 20 a 24 años;2015;-20,20
Jaén;Hombres;Española;De 20 a 24 años;2014;-5,43
Jaén;Hombres;Española;De 20 a 24 años;2013;-6,69
Jaén;Hombres;Española;De 20 a 24 años;2012;-10,62
Jaén;Hombres;Española;De 20 a 24 años;2011;-6,15
Jaén;Hombres;Española;De 20 a 24 años;2010;-3,36
Jaén;Hombres;Española;De 25 a 29 años;2020;-28,00
Jaén;Hombres;Española;De 25 a 29 años;2019;-31,00
Jaén;Hombres;Española;De 25 a 29 años;2018;-28,00
Jaén;Hombres;Española;De 25 a 29 años;2017;-32,00
Jaén;Hombres;Española;De 25 a 29 años;2016;-58,94
Jaén;Hombres;Española;De 25 a 29 años;2015;-71,75
Jaén;Hombres;Española;De 25 a 29 años;2014;-42,51
Jaén;Hombres;Española;De 25 a 29 años;2013;-24,07
Jaén;Hombres;Española;De 25 a 29 años;2012;-26,96
Jaén;Hombres;Española;De 25 a 29 años;2011;-22,49
Jaén;Hombres;Española;De 25 a 29 años;2010;-11,16
Jaén;Hombres;Española;De 30 a 34 años;2020;-31,00
Jaén;Hombres;Española;De 30 a 34 años;2019;-26,00
Jaén;Hombres;Española;De 30 a 34 años;2018;-22,00
Jaén;Hombres;Española;De 30 a 34 años;2017;-18,00
Jaén;Hombres;Española;De 30 a 34 años;2016;-27,42
Jaén;Hombres;Española;De 30 a 34 años;2015;-58,19
Jaén;Hombres;Española;De 30 a 34 años;2014;-35,15
Jaén;Hombres;Española;De 30 a 34 años;2013;-33,03
Jaén;Hombres;Española;De 30 a 34 años;2012;-19,43
Jaén;Hombres;Española;De 30 a 34 años;2011;-21,22
Jaén;Hombres;Española;De 30 a 34 años;2010;-11,50
Jaén;Hombres;Española;De 35 a 39 años;2020;-9,00
Jaén;Hombres;Española;De 35 a 39 años;2019;-20,00
Jaén;Hombres;Española;De 35 a 39 años;2018;-19,00
Jaén;Hombres;Española;De 35 a 39 años;2017;-17,00
Jaén;Hombres;Española;De 35 a 39 años;2016;-17,28
Jaén;Hombres;Española;De 35 a 39 años;2015;-37,48
Jaén;Hombres;Española;De 35 a 39 años;2014;-17,10
Jaén;Hombres;Española;De 35 a 39 años;2013;-23,11
Jaén;Hombres;Española;De 35 a 39 años;2012;-6,70
Jaén;Hombres;Española;De 35 a 39 años;2011;-4,46
Jaén;Hombres;Española;De 35 a 39 años;2010;-7,86
Jaén;Hombres;Española;De 40 a 44 años;2020;-15,00
Jaén;Hombres;Española;De 40 a 44 años;2019;-9,00
Jaén;Hombres;Española;De 40 a 44 años;2018;-20,00
Jaén;Hombres;Española;De 40 a 44 años;2017;-10,00
Jaén;Hombres;Española;De 40 a 44 años;2016;-15,20
Jaén;Hombres;Española;De 40 a 44 años;2015;-35,09
Jaén;Hombres;Española;De 40 a 44 años;2014;-14,65
Jaén;Hombres;Española;De 40 a 44 años;2013;-18,57
Jaén;Hombres;Española;De 40 a 44 años;2012;-6,69
Jaén;Hombres;Española;De 40 a 44 años;2011;-5,97
Jaén;Hombres;Española;De 40 a 44 años;2010;-10,96
Jaén;Hombres;Española;De 45 a 49 años;2020;0,00
Jaén;Hombres;Española;De 45 a 49 años;2019;4,00
Jaén;Hombres;Española;De 45 a 49 años;2018;-6,00
Jaén;Hombres;Española;De 45 a 49 años;2017;-4,00
Jaén;Hombres;Española;De 45 a 49 años;2016;-7,41
Jaén;Hombres;Española;De 45 a 49 años;2015;-19,91
Jaén;Hombres;Española;De 45 a 49 años;2014;-8,74
Jaén;Hombres;Española;De 45 a 49 años;2013;-0,53
Jaén;Hombres;Española;De 45 a 49 años;2012;-2,39
Jaén;Hombres;Española;De 45 a 49 años;2011;-4,99
Jaén;Hombres;Española;De 45 a 49 años;2010;-1,33
Jaén;Hombres;Española;De 50 a 54 años;2020;-9,00
Jaén;Hombres;Española;De 50 a 54 años;2019;1,00
Jaén;Hombres;Española;De 50 a 54 años;2018;-14,00
Jaén;Hombres;Española;De 50 a 54 años;2017;1,00
Jaén;Hombres;Española;De 50 a 54 años;2016;-4,46
Jaén;Hombres;Española;De 50 a 54 años;2015;-16,04
Jaén;Hombres;Española;De 50 a 54 años;2014;0,93
